Checking_Account_Status,Duration,Credit_History,Purpose,Credit_Amount,Savings_Account,Employment_Duration,Installment_Rate,Personal_Status_Sex,Other_Debtors,Residence_Duration,Property,Age,Other_Installment_Plans,Housing,Existing_Credits,Job,Num_Dependents,Telephone,Foreign_Worker,Target
No_checking_account,21,No_credits_/__all_paid,Car_(new),5003,Unknown/None,1-4_years,1,Female:_divorced/separated/married,NoNe,4,Building_society_savings,29,Bank,Own,2,Skilled_employee,1,Yes,Yes,1
<_0_DM,24,All_credits_paid_at_bank,Furniture/Equipment,3552,<_100_DM,4-7_years,3,Male:_single,NoNe,4,Car_or_other,27,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,18,Critical_account,Furniture/Equipment,1928,<_100_DM,<_1_year,2,Male:_single,NoNe,2,Real_estate,31,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Car_(used),2964,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,49,Bank,For_free,1,Skilled_employee,2,Yes,Yes,0
<_0_DM,24,All_credits_paid_at_bank,Radio/Television,1546,<_100_DM,4-7_years,4,Male:_single,Guarantor,4,Car_or_other,24,Bank,Rent,1,Unskilled_-_resident,1,NoNe,Yes,1
>=_200_DM,6,Delay_in_past,Radio/Television,683,<_100_DM,<_1_year,2,Female:_divorced/separated/married,NoNe,1,Building_society_savings,29,Bank,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,36,Existing_credits_paid,Car_(new),12389,Unknown/None,1-4_years,1,Male:_single,NoNe,4,Unknown/None,37,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,1
0-200_DM,24,Delay_in_past,Business,4712,Unknown/None,1-4_years,4,Male:_single,NoNe,2,Building_society_savings,37,Bank,Own,2,Management/Self-employed,1,Yes,Yes,0
0-200_DM,24,Delay_in_past,Radio/Television,1553,100-500_DM,4-7_years,3,Female:_divorced/separated/married,NoNe,2,Building_society_savings,23,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),1372,<_100_DM,4-7_years,2,Male:_divorced/separated,NoNe,3,Car_or_other,36,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Critical_account,Radio/Television,2578,>=_1000_DM,>=_7_years,2,Male:_single,NoNe,2,Car_or_other,34,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,48,Existing_credits_paid,Radio/Television,3979,Unknown/None,4-7_years,4,Male:_single,NoNe,1,Car_or_other,41,NoNe,Own,2,Skilled_employee,2,Yes,Yes,0
<_0_DM,48,Existing_credits_paid,Radio/Television,6758,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,2,Car_or_other,31,NoNe,Own,1,Skilled_employee,1,Yes,Yes,1
<_0_DM,24,Existing_credits_paid,Furniture/Equipment,3234,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,4,Real_estate,23,NoNe,Rent,1,Unskilled_-_resident,1,Yes,Yes,1
No_checking_account,30,Critical_account,Radio/Television,5954,<_100_DM,4-7_years,3,Male:_single,Co-applicant,2,Car_or_other,38,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Car_(used),5433,Unknown/None,Unemployed,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,26,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,15,Existing_credits_paid,Business,806,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Building_society_savings,22,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,9,Existing_credits_paid,Radio/Television,1082,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,27,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,15,Critical_account,Furniture/Equipment,2788,<_100_DM,4-7_years,2,Female:_divorced/separated/married,Co-applicant,3,Car_or_other,24,Bank,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Radio/Television,2930,<_100_DM,4-7_years,2,Female:_divorced/separated/married,NoNe,1,Real_estate,27,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Education,1927,Unknown/None,1-4_years,3,Female:_divorced/separated/married,NoNe,2,Car_or_other,33,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,36,Critical_account,Car_(new),2820,<_100_DM,<_1_year,4,Male:_divorced/separated,NoNe,4,Car_or_other,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Existing_credits_paid,Retraining,937,<_100_DM,<_1_year,4,Male:_married/widowed,NoNe,3,Car_or_other,27,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,18,Critical_account,Car_(new),1056,<_100_DM,>=_7_years,3,Male:_single,Guarantor,3,Real_estate,30,Bank,Own,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,12,Critical_account,Car_(new),3124,<_100_DM,<_1_year,1,Male:_single,NoNe,3,Real_estate,49,Bank,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,9,Existing_credits_paid,Furniture/Equipment,1388,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Real_estate,26,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,36,Existing_credits_paid,Repairs,2384,<_100_DM,<_1_year,4,Male:_single,NoNe,1,Unknown/None,33,NoNe,Rent,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Car_(new),2133,Unknown/None,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Unknown/None,52,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
<_0_DM,18,Existing_credits_paid,Furniture/Equipment,2039,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,4,Real_estate,20,Bank,Rent,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,9,Critical_account,Car_(new),2799,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,36,NoNe,Rent,2,Skilled_employee,2,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,1289,<_100_DM,1-4_years,4,Male:_single,Guarantor,1,Building_society_savings,21,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Domestic_appliances,1217,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,3,Real_estate,47,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,1
<_0_DM,12,Critical_account,Furniture/Equipment,2246,<_100_DM,>=_7_years,3,Male:_single,NoNe,3,Building_society_savings,60,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,1
<_0_DM,12,Critical_account,Radio/Television,385,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,3,Real_estate,58,NoNe,Own,4,Unskilled_-_resident,1,Yes,Yes,0
0-200_DM,24,Delay_in_past,Car_(new),1965,Unknown/None,1-4_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,42,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,21,Existing_credits_paid,Business,1572,>=_1000_DM,>=_7_years,4,Female:_divorced/separated/married,NoNe,4,Real_estate,36,Bank,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Car_(new),2718,<_100_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,4,Building_society_savings,20,NoNe,Rent,1,Unskilled_-_resident,1,Yes,Yes,1
<_0_DM,24,All_credits_paid_at_bank,Others,1358,Unknown/None,>=_7_years,4,Male:_single,NoNe,3,Car_or_other,40,Stores,Own,1,Management/Self-employed,1,Yes,Yes,1
0-200_DM,6,All_credits_paid_at_bank,Car_(new),931,100-500_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,1,Building_society_savings,32,Stores,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Car_(new),1442,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,23,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,24,No_credits_/__all_paid,Business,4241,<_100_DM,1-4_years,1,Male:_single,NoNe,4,Real_estate,36,NoNe,Own,3,Unskilled_-_resident,1,Yes,Yes,1
No_checking_account,18,Critical_account,Car_(new),2775,<_100_DM,4-7_years,2,Male:_single,NoNe,2,Building_society_savings,31,Bank,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,24,Delay_in_past,Business,3863,<_100_DM,1-4_years,1,Male:_single,NoNe,2,Unknown/None,32,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,7,Existing_credits_paid,Radio/Television,2329,<_100_DM,<_1_year,1,Female:_divorced/separated/married,Guarantor,1,Real_estate,45,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,9,Existing_credits_paid,Furniture/Equipment,918,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,1,Building_society_savings,30,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,24,All_credits_paid_at_bank,Education,1837,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Unknown/None,34,Bank,For_free,1,Unskilled_-_resident,1,NoNe,Yes,1
No_checking_account,36,Existing_credits_paid,Furniture/Equipment,3349,<_100_DM,1-4_years,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,28,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
>=_200_DM,10,Existing_credits_paid,Furniture/Equipment,1275,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Building_society_savings,23,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,24,All_credits_paid_at_bank,Furniture/Equipment,2828,500-1000_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,22,Stores,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,24,Critical_account,Business,4526,<_100_DM,1-4_years,3,Male:_single,NoNe,2,Real_estate,74,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,36,Existing_credits_paid,Radio/Television,2671,100-500_DM,1-4_years,4,Female:_divorced/separated/married,Co-applicant,4,Unknown/None,50,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,18,Existing_credits_paid,Radio/Television,2051,<_100_DM,<_1_year,4,Male:_single,NoNe,1,Real_estate,33,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,15,Existing_credits_paid,Car_(used),1300,Unknown/None,>=_7_years,4,Male:_single,NoNe,4,Unknown/None,45,Bank,For_free,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Domestic_appliances,741,100-500_DM,Unemployed,4,Female:_divorced/separated/married,NoNe,3,Building_society_savings,22,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
>=_200_DM,10,Existing_credits_paid,Car_(new),1240,100-500_DM,>=_7_years,1,Female:_divorced/separated/married,NoNe,4,Unknown/None,48,NoNe,For_free,1,Unskilled_-_resident,2,NoNe,Yes,1
<_0_DM,21,Existing_credits_paid,Radio/Television,3357,>=_1000_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,2,Car_or_other,29,Bank,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,24,All_credits_paid_at_bank,Car_(used),3632,<_100_DM,1-4_years,1,Female:_divorced/separated/married,Guarantor,4,Car_or_other,22,Bank,Rent,1,Skilled_employee,1,NoNe,No,0
No_checking_account,18,Delay_in_past,Furniture/Equipment,1808,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,1,Real_estate,22,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,48,No_credits_/__all_paid,Business,12204,Unknown/None,1-4_years,2,Male:_single,NoNe,2,Car_or_other,48,Bank,Own,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,60,Delay_in_past,Radio/Television,9157,Unknown/None,1-4_years,2,Male:_single,NoNe,2,Unknown/None,27,NoNe,For_free,1,Management/Self-employed,1,NoNe,Yes,0
<_0_DM,6,Critical_account,Car_(new),3676,<_100_DM,1-4_years,1,Male:_single,NoNe,3,Real_estate,37,NoNe,Rent,3,Skilled_employee,2,NoNe,Yes,0
0-200_DM,30,Existing_credits_paid,Furniture/Equipment,3441,100-500_DM,1-4_years,2,Female:_divorced/separated/married,Co-applicant,4,Car_or_other,21,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,12,Existing_credits_paid,Car_(new),640,<_100_DM,1-4_years,4,Male:_divorced/separated,NoNe,2,Real_estate,49,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,21,Critical_account,Business,3652,<_100_DM,4-7_years,2,Male:_single,NoNe,3,Building_society_savings,27,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,18,Critical_account,Car_(new),1530,<_100_DM,1-4_years,3,Male:_single,NoNe,2,Building_society_savings,32,Bank,Own,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,48,Existing_credits_paid,Business,3914,Unknown/None,1-4_years,4,Male:_divorced/separated,NoNe,2,Real_estate,38,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,12,Existing_credits_paid,Furniture/Equipment,1858,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,1,Car_or_other,22,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,Existing_credits_paid,Radio/Television,2600,<_100_DM,1-4_years,4,Male:_single,NoNe,4,Unknown/None,65,NoNe,For_free,2,Skilled_employee,1,NoNe,Yes,1
No_checking_account,15,Existing_credits_paid,Radio/Television,1979,Unknown/None,>=_7_years,4,Male:_single,NoNe,2,Car_or_other,35,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
>=_200_DM,6,Existing_credits_paid,Furniture/Equipment,2116,<_100_DM,1-4_years,2,Male:_single,NoNe,2,Real_estate,41,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,9,All_credits_paid_at_bank,Car_(new),1437,100-500_DM,4-7_years,2,Male:_single,NoNe,3,Unknown/None,29,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,42,Critical_account,Furniture/Equipment,4042,500-1000_DM,1-4_years,4,Male:_single,NoNe,4,Real_estate,36,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,9,Existing_credits_paid,Education,3832,Unknown/None,>=_7_years,1,Male:_single,NoNe,4,Real_estate,64,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
<_0_DM,24,Existing_credits_paid,Radio/Television,3660,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Car_or_other,28,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,18,All_credits_paid_at_bank,Furniture/Equipment,1553,<_100_DM,1-4_years,4,Male:_single,NoNe,3,Car_or_other,44,Bank,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,15,Existing_credits_paid,Radio/Television,1444,Unknown/None,<_1_year,4,Male:_single,NoNe,1,Building_society_savings,23,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,9,Existing_credits_paid,Furniture/Equipment,1980,<_100_DM,<_1_year,2,Female:_divorced/separated/married,Co-applicant,2,Car_or_other,19,NoNe,Rent,2,Skilled_employee,1,NoNe,Yes,1
0-200_DM,24,Existing_credits_paid,Car_(new),1355,<_100_DM,<_1_year,3,Female:_divorced/separated/married,NoNe,4,Car_or_other,25,NoNe,Own,1,Unskilled_-_resident,1,Yes,Yes,1
No_checking_account,12,Existing_credits_paid,Education,1393,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,47,Bank,Own,3,Skilled_employee,2,Yes,Yes,0
No_checking_account,24,Existing_credits_paid,Radio/Television,1376,500-1000_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,1,Car_or_other,28,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,60,Delay_in_past,Radio/Television,15653,<_100_DM,4-7_years,2,Male:_single,NoNe,4,Car_or_other,21,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,12,Existing_credits_paid,Radio/Television,1493,<_100_DM,<_1_year,4,Female:_divorced/separated/married,NoNe,3,Car_or_other,34,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,42,Delay_in_past,Radio/Television,4370,<_100_DM,4-7_years,3,Male:_single,NoNe,2,Building_society_savings,26,Bank,Own,2,Skilled_employee,2,Yes,Yes,1
<_0_DM,18,Existing_credits_paid,Education,750,<_100_DM,Unemployed,4,Female:_divorced/separated/married,NoNe,1,Real_estate,27,NoNe,Own,1,Unemployed/Unskilled,1,NoNe,Yes,1
0-200_DM,15,Existing_credits_paid,Repairs,1308,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,38,NoNe,Own,2,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,15,Existing_credits_paid,Education,4623,100-500_DM,1-4_years,3,Male:_single,NoNe,2,Building_society_savings,40,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,1
No_checking_account,24,Critical_account,Radio/Television,1851,<_100_DM,4-7_years,4,Male:_married/widowed,Guarantor,2,Car_or_other,33,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,18,Critical_account,Radio/Television,1880,<_100_DM,4-7_years,4,Male:_married/widowed,NoNe,1,Building_society_savings,32,NoNe,Own,2,Management/Self-employed,1,Yes,Yes,0
No_checking_account,36,Delay_in_past,Business,7980,Unknown/None,<_1_year,4,Male:_single,NoNe,4,Car_or_other,27,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,1
<_0_DM,30,No_credits_/__all_paid,Furniture/Equipment,4583,<_100_DM,1-4_years,2,Male:_divorced/separated,Guarantor,2,Real_estate,32,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Existing_credits_paid,Car_(new),1386,500-1000_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,2,Building_society_savings,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
>=_200_DM,24,Existing_credits_paid,Car_(new),947,<_100_DM,4-7_years,4,Male:_single,NoNe,3,Unknown/None,38,Bank,For_free,1,Skilled_employee,2,NoNe,Yes,1
<_0_DM,12,Existing_credits_paid,Education,684,<_100_DM,1-4_years,4,Male:_single,NoNe,4,Car_or_other,40,NoNe,Rent,1,Unskilled_-_resident,2,NoNe,Yes,1
<_0_DM,48,Existing_credits_paid,Education,7476,<_100_DM,4-7_years,4,Male:_single,NoNe,1,Unknown/None,50,NoNe,For_free,1,Management/Self-employed,1,Yes,Yes,0
0-200_DM,12,Existing_credits_paid,Furniture/Equipment,1922,<_100_DM,1-4_years,4,Male:_single,NoNe,2,Building_society_savings,37,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Car_(new),2303,<_100_DM,>=_7_years,4,Male:_single,Co-applicant,1,Real_estate,45,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
0-200_DM,36,Delay_in_past,Car_(new),8086,100-500_DM,>=_7_years,2,Male:_single,NoNe,4,Car_or_other,42,NoNe,Own,4,Management/Self-employed,1,Yes,Yes,1
No_checking_account,24,Critical_account,Car_(used),2346,<_100_DM,4-7_years,4,Male:_single,NoNe,3,Car_or_other,35,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
<_0_DM,14,Existing_credits_paid,Car_(new),3973,<_100_DM,Unemployed,1,Male:_single,NoNe,4,Unknown/None,22,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
0-200_DM,12,Existing_credits_paid,Car_(new),888,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,41,Bank,Own,1,Unskilled_-_resident,2,NoNe,Yes,1
No_checking_account,48,Existing_credits_paid,Radio/Television,10222,Unknown/None,4-7_years,4,Male:_single,NoNe,3,Car_or_other,37,Stores,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,30,No_credits_/__all_paid,Business,4221,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,1,Car_or_other,28,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,18,Critical_account,Furniture/Equipment,6361,<_100_DM,>=_7_years,2,Male:_single,NoNe,1,Unknown/None,41,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
>=_200_DM,12,Existing_credits_paid,Radio/Television,1297,<_100_DM,1-4_years,3,Male:_married/widowed,NoNe,4,Real_estate,23,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),900,Unknown/None,1-4_years,4,Male:_married/widowed,NoNe,2,Car_or_other,23,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
No_checking_account,21,Existing_credits_paid,Furniture/Equipment,2241,<_100_DM,>=_7_years,4,Male:_single,NoNe,2,Real_estate,50,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,6,Delay_in_past,Furniture/Equipment,1050,<_100_DM,Unemployed,4,Male:_single,NoNe,1,Building_society_savings,35,Stores,Own,2,Management/Self-employed,1,Yes,Yes,0
>=_200_DM,6,Critical_account,Education,1047,<_100_DM,1-4_years,2,Female:_divorced/separated/married,NoNe,4,Building_society_savings,50,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Others,6314,<_100_DM,Unemployed,4,Male:_single,Co-applicant,2,Unknown/None,27,Bank,Own,2,Management/Self-employed,1,Yes,Yes,0
0-200_DM,30,All_credits_paid_at_bank,Furniture/Equipment,3496,>=_1000_DM,1-4_years,4,Male:_single,NoNe,2,Car_or_other,34,Stores,Own,1,Skilled_employee,2,Yes,Yes,0
No_checking_account,48,All_credits_paid_at_bank,Business,3609,<_100_DM,1-4_years,1,Female:_divorced/separated/married,NoNe,1,Real_estate,27,Stores,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,12,Critical_account,Car_(new),4843,<_100_DM,>=_7_years,3,Male:_single,Co-applicant,4,Building_society_savings,43,NoNe,Rent,2,Skilled_employee,1,Yes,Yes,1
>=_200_DM,30,Critical_account,Radio/Television,3017,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Building_society_savings,47,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Business,4139,100-500_DM,1-4_years,3,Male:_single,NoNe,3,Building_society_savings,27,NoNe,Own,2,Unskilled_-_resident,1,Yes,Yes,0
No_checking_account,36,Existing_credits_paid,Business,5742,100-500_DM,4-7_years,2,Male:_single,NoNe,2,Car_or_other,31,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
No_checking_account,60,Existing_credits_paid,Car_(new),10366,<_100_DM,>=_7_years,2,Male:_single,NoNe,4,Building_society_savings,42,NoNe,Own,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,6,Critical_account,Car_(new),2080,500-1000_DM,1-4_years,1,Male:_married/widowed,NoNe,2,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,21,Delay_in_past,Business,2580,500-1000_DM,<_1_year,4,Male:_single,NoNe,2,Real_estate,41,Bank,Own,1,Unskilled_-_resident,2,NoNe,Yes,1
No_checking_account,30,Critical_account,Radio/Television,4530,<_100_DM,4-7_years,4,Female:_divorced/separated/married,NoNe,4,Car_or_other,26,NoNe,Rent,1,Management/Self-employed,1,Yes,Yes,0
No_checking_account,24,Critical_account,Furniture/Equipment,5150,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Car_or_other,33,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
0-200_DM,72,Existing_credits_paid,Radio/Television,5595,100-500_DM,1-4_years,2,Male:_married/widowed,NoNe,2,Car_or_other,24,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,1
<_0_DM,24,Existing_credits_paid,Radio/Television,2384,<_100_DM,>=_7_years,4,Male:_single,NoNe,4,Real_estate,64,Bank,Rent,1,Unskilled_-_resident,1,NoNe,Yes,0
No_checking_account,18,Existing_credits_paid,Radio/Television,1453,<_100_DM,<_1_year,3,Female:_divorced/separated/married,NoNe,1,Real_estate,26,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,6,Existing_credits_paid,Education,1538,<_100_DM,<_1_year,1,Female:_divorced/separated/married,NoNe,2,Unknown/None,56,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,12,Existing_credits_paid,Radio/Television,2279,Unknown/None,1-4_years,4,Male:_single,NoNe,4,Unknown/None,37,NoNe,For_free,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,15,Delay_in_past,Radio/Television,1478,<_100_DM,1-4_years,4,Male:_married/widowed,NoNe,3,Real_estate,33,Bank,Own,2,Skilled_employee,1,NoNe,Yes,0
No_checking_account,24,Critical_account,Radio/Television,5103,<_100_DM,<_1_year,3,Male:_married/widowed,NoNe,3,Unknown/None,47,NoNe,For_free,3,Skilled_employee,1,Yes,Yes,0
0-200_DM,36,Delay_in_past,Business,9857,100-500_DM,4-7_years,1,Male:_single,NoNe,3,Building_society_savings,31,NoNe,Own,2,Unskilled_-_resident,2,Yes,Yes,0
No_checking_account,60,Existing_credits_paid,Car_(new),6527,Unknown/None,1-4_years,4,Male:_single,NoNe,4,Unknown/None,34,NoNe,For_free,1,Skilled_employee,2,Yes,Yes,0
>=_200_DM,10,Critical_account,Radio/Television,1347,Unknown/None,4-7_years,4,Male:_single,NoNe,2,Building_society_savings,27,NoNe,Own,2,Skilled_employee,1,Yes,Yes,0
0-200_DM,36,Delay_in_past,Car_(new),2862,100-500_DM,>=_7_years,4,Male:_single,NoNe,3,Unknown/None,30,NoNe,For_free,1,Skilled_employee,1,NoNe,Yes,0
No_checking_account,9,Existing_credits_paid,Radio/Television,2753,100-500_DM,>=_7_years,3,Male:_single,Co-applicant,4,Car_or_other,35,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
<_0_DM,12,Existing_credits_paid,Car_(new),3651,>=_1000_DM,1-4_years,1,Male:_single,NoNe,3,Building_society_savings,31,NoNe,Own,1,Skilled_employee,2,NoNe,Yes,0
<_0_DM,15,Critical_account,Furniture/Equipment,975,<_100_DM,1-4_years,2,Male:_divorced/separated,NoNe,3,Building_society_savings,25,NoNe,Own,2,Skilled_employee,1,NoNe,Yes,0
0-200_DM,15,Existing_credits_paid,Repairs,2631,100-500_DM,1-4_years,3,Female:_divorced/separated/married,NoNe,2,Real_estate,25,NoNe,Own,1,Unskilled_-_resident,1,NoNe,Yes,0
0-200_DM,24,Existing_credits_paid,Radio/Television,2896,100-500_DM,<_1_year,2,Male:_single,NoNe,1,Car_or_other,29,NoNe,Own,1,Skilled_employee,1,NoNe,Yes,0
<_0_DM,6,Critical_account,Car_(new),4716,Unknown/None,<_1_year,1,Male:_single,NoNe,3,Real_estate,44,NoNe,Own,2,Unskilled_-_resident,2,NoNe,Yes,0
No_checking_account,24,Existing_credits_paid,Radio/Television,2284,<_100_DM,4-7_years,4,Male:_single,NoNe,2,Car_or_other,28,NoNe,Own,1,Skilled_employee,1,Yes,Yes,0
No_checking_account,6,Existing_credits_paid,Car_(used),1236,500-1000_DM,1-4_years,2,Male:_single,NoNe,4,Building_society_savings,50,NoNe,Rent,1,Skilled_employee,1,NoNe,Yes,0
